0,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600
250,0.236656,0.280918,1.6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.194133,0.27241,0.253693,1.40167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.30221,0.278743,0.223965,0.276613,1.58114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.271799,0.2465,0.228733,0.2517,0.278257,1.37492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.286873,0.18201,0.152212,0.21312,0.250362,0.250488,1.12378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.380251,0.216675,0.203434,0.186787,0.183649,0.232657,0.276955,0.875948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0.425148,0.298931,0.181065,0.220239,0.205183,0.222962,0.246725,0.295592,0.842951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0.721487,0.463109,0.34248,0.229055,0.232293,0.312217,0.496043,0.69281,0.974316,1.66102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1.41447,0.940822,0.702137,0.420607,0.403367,0.678128,1.23543,2.03806,2.96713,3.83613,4.64685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2.14985,1.51148,1.15766,0.68884,0.599618,1.10295,2.1096,3.46049,5.11852,6.48592,7.07734,6.99741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2.70709,2.04781,1.55901,0.912399,0.82424,1.50855,2.8485,4.70258,6.90441,9.0121,9.97297,9.29961,6.41505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,3.06937,2.46492,1.84164,1.16231,1.10666,1.99425,3.73361,6.0012,8.64687,11.2238,12.8574,12.5521,9.63023,6.60391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3.37008,2.69529,2.06325,1.31541,1.38106,2.60921,4.72077,7.32562,10.3503,13.3852,15.6605,16.2405,14.7653,12.3714,11.9549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,3.39599,2.80219,2.14169,1.42721,1.6115,3.01896,5.41664,8.04949,11.1069,14.2293,16.8289,18.2475,18.4021,17.6336,17.1001,12.4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,3.18097,2.68354,2.04054,1.43788,1.71577,3.21001,5.61875,8.08066,10.8441,13.7368,16.402,18.4119,19.8411,20.4814,20.2645,14.6128,5.90697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3.04539,2.40627,1.79617,1.40296,1.70252,3.21297,5.44674,7.69008,10.0829,12.5451,15.1174,17.4012,19.6547,21.328,21.5276,15.7012,6.33696,2.01558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2.70304,2.10984,1.69925,1.26485,1.61108,3.08686,5.20507,7.04234,8.98943,11.0965,13.3605,15.6308,18.2748,20.4641,20.8169,15.494,6.41649,2.03945,0.711425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2.32566,1.88923,1.55538,1.18245,1.48371,2.87009,4.65487,6.2163,7.74384,9.38856,11.2633,13.3439,15.9551,18.2829,18.683,14.034,6.05541,2.02671,0.680495,0.411276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1.94268,1.62741,1.28436,1.08947,1.31998,2.49761,4.04251,5.27792,6.45594,7.66376,9.15469,10.8534,13.2306,15.3898,15.7927,11.9307,5.35932,1.93893,0.725993,0.388444,0.384075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1.51439,1.31756,1.07425,0.932039,1.13407,2.1426,3.43896,4.362,5.21677,6.08203,7.21156,8.59308,10.5514,12.4407,12.8042,9.79688,4.53835,1.81157,0.790623,0.466083,0.371807,0.389011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1.35137,1.07468,0.959082,0.795546,1.0126,1.82036,2.84236,3.57945,4.22929,4.73548,5.60213,6.62075,8.23782,9.76152,10.1558,7.84819,3.82681,1.70254,0.911899,0.577561,0.453754,0.368942,0.383825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1.2048,0.947512,0.835061,0.670168,0.940992,1.55829,2.42715,2.93515,3.38324,3.73304,4.34184,5.13728,6.38975,7.64729,7.99712,6.3492,3.33227,1.68841,1.0916,0.778925,0.574108,0.450981,0.349794,0.407825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1.02555,0.816939,0.702784,0.630277,0.782862,1.38608,2.01881,2.41247,2.7225,2.96191,3.43111,4.02612,5.04808,6.07531,6.35573,5.2908,3.09176,1.78271,1.36808,1.09165,0.759817,0.557727,0.428351,0.327352,0.366786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.835377,0.663381,0.527631,0.479925,0.61481,1.04706,1.62172,1.8944,2.10546,2.25903,2.59557,3.02547,3.82665,4.67371,4.90235,4.30895,2.8914,1.90675,1.68395,1.3848,0.971889,0.689678,0.514159,0.384363,0.28415,0.362437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0.716458,0.539025,0.468509,0.453058,0.513083,0.899441,1.30511,1.54138,1.6872,1.79592,2.03089,2.36896,3.0159,3.75057,3.98544,3.72146,2.82095,2.03766,1.95985,1.65843,1.10593,0.841744,0.622129,0.452882,0.325534,0.239048,0.327063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0.579527,0.514634,0.422034,0.40386,0.471602,0.764567,1.08097,1.27347,1.36765,1.44689,1.62864,1.87586,2.44826,3.09216,3.31988,3.35279,2.86523,2.23843,2.30447,1.98945,1.28009,0.939721,0.750678,0.537494,0.382348,0.266641,0.205872,0.298362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0.570872,0.502151,0.398988,0.373119,0.435675,0.657606,0.941966,1.05275,1.15263,1.20555,1.38679,1.59895,2.09215,2.73219,2.95494,3.26877,3.07193,2.51959,2.76279,2.3986,1.50009,1.0755,0.849764,0.654513,0.467396,0.322526,0.235069,0.188019,0.271058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0.586505,0.428766,0.333272,0.347911,0.369268,0.576687,0.79816,0.915397,0.985453,1.04957,1.22718,1.40355,1.89084,2.53759,2.75318,3.32982,3.39422,2.84865,3.21265,2.83786,1.71224,1.18741,0.920067,0.722103,0.531612,0.375965,0.273492,0.209766,0.17462,0.230674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0.547126,0.486257,0.328367,0.299234,0.348016,0.52686,0.703555,0.798911,0.872316,0.938936,1.1202,1.26462,1.75243,2.41964,2.61215,3.35663,3.62945,3.05942,3.49938,3.12506,1.85496,1.2726,0.988081,0.752384,0.591309,0.417862,0.307648,0.236595,0.189601,0.162678,0.241387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0.571559,0.371134,0.324878,0.294128,0.332444,0.479592,0.629585,0.712234,0.775984,0.849673,1.01369,1.16392,1.63568,2.30167,2.50012,3.34654,3.70325,3.15181,3.67364,3.27093,1.93002,1.31112,1.02985,0.788324,0.611618,0.473314,0.345849,0.272056,0.215242,0.178133,0.154859,0.233329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0.520262,0.372815,0.294621,0.31123,0.309017,0.427564,0.571133,0.642521,0.717409,0.778866,0.952381,1.09767,1.56242,2.23529,2.44751,3.38132,3.81537,3.26043,3.87128,3.40719,1.99401,1.34813,1.06262,0.835371,0.65316,0.501926,0.406016,0.312459,0.251053,0.206614,0.173544,0.153217,0.262857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0.450918,0.370021,0.301149,0.259054,0.28374,0.427045,0.529767,0.615799,0.674327,0.760728,0.922982,1.07517,1.5744,2.2488,2.4758,3.5108,4.00821,3.42163,4.0825,3.60481,2.078,1.38684,1.09163,0.858701,0.687035,0.542568,0.44783,0.378827,0.300029,0.243709,0.198017,0.16707,0.150013,0.309942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0.435634,0.341294,0.265175,0.215046,0.282304,0.388514,0.490419,0.578508,0.655313,0.73687,0.925293,1.06645,1.56562,2.28715,2.51013,3.62672,4.18339,3.5527,4.23106,3.77014,2.15285,1.43366,1.13429,0.902511,0.727876,0.582246,0.486315,0.433518,0.365272,0.28811,0.229978,0.184978,0.156907,0.139576,0.23122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0.499169,0.342463,0.270596,0.24122,0.250107,0.365688,0.466393,0.547182,0.627563,0.711095,0.908542,1.05076,1.54804,2.27437,2.50982,3.64372,4.23279,3.58506,4.25782,3.80918,2.18737,1.47296,1.17053,0.948377,0.789787,0.642812,0.545543,0.485608,0.442097,0.352198,0.266508,0.20721,0.169384,0.138567,0.123506,0.218203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0.43686,0.375117,0.285199,0.23522,0.216247,0.347893,0.461684,0.544323,0.60584,0.677397,0.87777,1.01649,1.50929,2.22712,2.43539,3.59526,4.18089,3.57354,4.24409,3.8062,2.22654,1.52198,1.23824,1.02727,0.885091,0.739224,0.627821,0.571379,0.524926,0.446254,0.319768,0.238134,0.185555,0.149019,0.121862,0.112346,0.23702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0.40831,0.310311,0.212326,0.195762,0.223582,0.334169,0.454058,0.518008,0.593248,0.662317,0.852297,0.990083,1.46699,2.16271,2.39934,3.54941,4.1463,3.57692,4.27114,3.82864,2.28308,1.59651,1.30979,1.12096,1.00164,0.853444,0.729254,0.678514,0.639891,0.533776,0.399737,0.276767,0.209156,0.162383,0.130496,0.108227,0.101538,0.225459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0.398134,0.222499,0.221611,0.192981,0.223693,0.323985,0.425848,0.495107,0.563654,0.657264,0.829315,0.96846,1.45865,2.14358,2.3725,3.53569,4.16629,3.60886,4.31192,3.90142,2.35217,1.68368,1.40154,1.22316,1.13221,0.984264,0.839191,0.788947,0.767747,0.642069,0.460359,0.330879,0.24064,0.181733,0.142255,0.116251,0.0960842,0.091847,0.206183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0.406164,0.286057,0.213751,0.213073,0.2118,0.306695,0.403627,0.472293,0.5585,0.637283,0.81435,0.955154,1.4289,2.11959,2.35982,3.51672,4.19369,3.63185,4.34406,3.96278,2.4435,1.75879,1.48667,1.322,1.24925,1.09802,0.938145,0.892006,0.874329,0.727303,0.509015,0.368493,0.273255,0.203306,0.156814,0.124002,0.100769,0.0855243,0.0860005,0.232733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0.466839,0.279629,0.187458,0.205879,0.22068,0.319633,0.394261,0.458613,0.524436,0.616083,0.789909,0.919092,1.37768,2.06792,2.29301,3.42591,4.09248,3.58371,4.27506,3.94003,2.44982,1.82128,1.54465,1.40575,1.34252,1.19439,1.0242,0.974928,0.968459,0.803598,0.546941,0.378333,0.301242,0.221409,0.168824,0.133549,0.107967,0.0891936,0.0796131,0.0823626,0.225488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0.327056,0.25514,0.234773,0.195481,0.215961,0.288545,0.388247,0.445176,0.509689,0.590838,0.755607,0.873156,1.31423,1.95156,2.16927,3.25098,3.89931,3.42062,4.07494,3.76381,2.42259,1.82704,1.58863,1.47454,1.4391,1.28494,1.09872,1.05633,1.05201,0.869739,0.582191,0.390858,0.297136,0.245073,0.17985,0.140305,0.112641,0.0919423,0.0804499,0.0746926,0.0819249,0.25436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0.343101,0.25288,0.199238,0.187328,0.211721,0.280342,0.369556,0.41691,0.492234,0.55383,0.708657,0.819417,1.22859,1.83218,2.03098,3.01102,3.62588,3.21794,3.82875,3.54532,2.34868,1.84646,1.61866,1.53594,1.53557,1.36488,1.17071,1.14576,1.15814,0.954121,0.619311,0.411288,0.301041,0.245343,0.197484,0.14993,0.121516,0.0978035,0.0859382,0.0767589,0.0735442,0.0811751,0.189477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0.392818,0.249793,0.19818,0.173543,0.200089,0.271512,0.364841,0.394113,0.459666,0.522518,0.664559,0.769701,1.15069,1.71209,1.89658,2.81372,3.39333,3.0393,3.61097,3.3757,2.31172,1.86563,1.66338,1.60195,1.63966,1.48778,1.25742,1.23198,1.26634,1.05047,0.669591,0.431352,0.316051,0.245526,0.202952,0.167203,0.129859,0.105794,0.0894006,0.0808059,0.0747383,0.0734677,0.0797912,0.209025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0.588373,0.185199,0.146226,0.159413,0.173839,0.262888,0.337696,0.379311,0.433535,0.494685,0.632301,0.730167,1.09874,1.61396,1.81218,2.67705,3.24941,2.93779,3.49113,3.27472,2.31345,1.9187,1.72181,1.68763,1.75827,1.60395,1.35892,1.32858,1.38099,1.15357,0.733062,0.463834,0.331446,0.261345,0.209696,0.182328,0.145821,0.115361,0.0989254,0.0871572,0.080799,0.0749784,0.073933,0.0818835,0.19473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0.884439,0.236117,0.168617,0.16427,0.184725,0.280072,0.325595,0.380319,0.407464,0.475798,0.601373,0.697092,1.04034,1.5495,1.73138,2.55557,3.12435,2.87636,3.41231,3.23513,2.33987,1.9753,1.79746,1.77712,1.88084,1.72504,1.45751,1.43718,1.49259,1.24692,0.788787,0.493457,0.356986,0.2758,0.224109,0.189374,0.168102,0.13163,0.113544,0.0973831,0.0872533,0.0831107,0.0779226,0.074122,0.0815762,0.152726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
